uin,person_id,legacy_nid,given_name,family_name,birth_date,sex,district_code,address_area,settlement_type,identity_status,pending_merge_with_uin,match_basis,alive,birth_brn,updated_at,observed_at,source_system
2314519356,CP-000495,,Tomas495,Mensah,2007-05-14,female,XS-0103,XS-0103 sector 1,urban,active,,,true,BRN-2007-0103-00495,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314528480,CP-000496,,Lina496,Raman,1993-04-23,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-1993-0201-00496,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314537613,CP-000497,,Zaid497,Almeida,2021-03-19,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-2021-0202-00497,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314546746,CP-000498,,Rina498,Mori,1998-08-14,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-1998-0203-00498,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314555879,CP-000499,,Kiran499,Khan,2024-11-09,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-2024-0301-00499,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314565005,CP-000500,,Eli500,Santos,2014-06-03,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-2014-0302-00500,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314574133,CP-000501,,Mara501,Okafor,2000-08-18,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-2000-0303-00501,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314583266,CP-000502,,Tala502,Dela Cruz,1953-09-08,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-1953-0401-00502,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314592397,CP-000503,,Rafi503,Aquino,1940-10-23,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-1940-0402-00503,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314601521,CP-000504,,Ari504,Kone,2020-02-11,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-2020-0403-00504,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314610655,CP-000505,,Mika505,Mensah,1957-08-26,female,XS-0101,XS-0101 sector 2,urban,active,,,true,BRN-1957-0101-00505,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314619784,CP-000506,,Nela506,Raman,2016-11-01,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-2016-0102-00506,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314628913,CP-000507,,Tomas507,Almeida,2014-05-13,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-2014-0103-00507,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314638046,CP-000508,,Lina508,Mori,2002-04-24,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-2002-0201-00508,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314647170,CP-000509,,Zaid509,Khan,2019-01-26,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-2019-0202-00509,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314656300,CP-000510,,Rina510,Santos,1976-12-16,male,XS-0203,XS-0203 sector 7,urban,active,,,true,BRN-1976-0203-00510,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314665438,CP-000511,,Kiran511,Okafor,2022-04-08,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-2022-0301-00511,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314674560,CP-000512,,Eli512,Dela Cruz,1979-10-01,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-1979-0302-00512,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314683695,CP-000513,,Mara513,Aquino,1998-09-01,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-1998-0303-00513,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314692826,CP-000514,,Tala514,Kone,1990-04-19,male,XS-0401,XS-0401 sector 2,rural,active,,,true,BRN-1990-0401-00514,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314701950,CP-000515,,Rafi515,Mensah,1953-03-04,female,XS-0402,XS-0402 sector 3,urban,active,,,true,BRN-1953-0402-00515,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314711082,CP-000516,,Ari516,Raman,1971-03-08,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-1971-0403-00516,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314720214,CP-000517,,Mika517,Almeida,1998-09-15,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-1998-0101-00517,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314729348,CP-000518,,Nela518,Mori,1979-05-09,male,XS-0102,XS-0102 sector 6,rural,active,,,true,BRN-1979-0102-00518,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314738474,CP-000519,,Tomas519,Khan,1969-02-17,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-1969-0103-00519,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314747609,CP-000520,,Lina520,Santos,2007-07-17,male,XS-0201,XS-0201 sector 8,urban,active,,,true,BRN-2007-0201-00520,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314756731,CP-000521,,Zaid521,Okafor,1990-10-27,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-1990-0202-00521,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314765864,CP-000522,,Rina522,Dela Cruz,2019-05-11,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-2019-0203-00522,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314774992,CP-000523,,Kiran523,Aquino,2007-11-18,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-2007-0301-00523,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314784120,CP-000524,,Eli524,Kone,2006-10-23,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-2006-0302-00524,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314793258,CP-000525,,Mara525,Mensah,1957-08-08,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-1957-0303-00525,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314802381,CP-000526,,Tala526,Raman,2010-08-23,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-2010-0401-00526,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314811518,CP-000527,,Rafi527,Almeida,2000-05-06,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-2000-0402-00527,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314820647,CP-000528,,Ari528,Mori,1958-05-06,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-1958-0403-00528,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314829774,CP-000529,,Mika529,Khan,2007-01-01,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-2007-0101-00529,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314838904,CP-000530,,Nela530,Santos,2019-11-18,male,XS-0102,XS-0102 sector 9,urban,active,,,true,BRN-2019-0102-00530,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314848033,CP-000531,,Tomas531,Okafor,1991-02-18,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-1991-0103-00531,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314857164,CP-000532,,Lina532,Dela Cruz,1965-09-21,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-1965-0201-00532,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314866295,CP-000533,,Zaid533,Aquino,1971-05-03,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-1971-0202-00533,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314875429,CP-000534,,Rina534,Kone,1967-07-19,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-1967-0203-00534,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314884558,CP-000535,,Kiran535,Mensah,1945-11-02,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-1945-0301-00535,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314893686,CP-000536,,Eli536,Raman,1965-02-22,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-1965-0302-00536,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314902810,CP-000537,,Mara537,Almeida,2010-04-10,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-2010-0303-00537,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314911945,CP-000538,,Tala538,Mori,1967-06-02,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-1967-0401-00538,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314921077,CP-000539,,Rafi539,Khan,1999-06-12,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-1999-0402-00539,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314930207,CP-000540,,Ari540,Santos,1958-12-23,male,XS-0403,XS-0403 sector 1,urban,active,,,true,BRN-1958-0403-00540,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314939332,CP-000541,,Mika541,Okafor,2009-10-19,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-2009-0101-00541,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314948468,CP-000542,,Nela542,Dela Cruz,2023-09-15,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-2023-0102-00542,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314957591,CP-000543,,Tomas543,Aquino,1966-05-25,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-1966-0103-00543,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314966724,CP-000544,,Lina544,Kone,2022-12-04,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-2022-0201-00544,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314975854,CP-000545,,Zaid545,Mensah,2017-10-09,female,XS-0202,XS-0202 sector 6,urban,active,,,true,BRN-2017-0202-00545,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314984981,CP-000546,,Rina546,Raman,1966-11-01,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-1966-0203-00546,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2314994114,CP-000547,,Kiran547,Almeida,1960-06-23,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-1960-0301-00547,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315003248,CP-000548,,Eli548,Mori,1978-07-05,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-1978-0302-00548,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315012377,CP-000549,,Mara549,Khan,1942-08-04,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-1942-0303-00549,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315021503,CP-000550,,Tala550,Santos,2002-01-08,male,XS-0401,XS-0401 sector 2,urban,active,,,true,BRN-2002-0401-00550,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315030634,CP-000551,,Rafi551,Okafor,1996-02-28,female,XS-0402,XS-0402 sector 3,rural,active,,,true,BRN-1996-0402-00551,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315039761,CP-000552,,Ari552,Dela Cruz,1942-09-12,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-1942-0403-00552,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315048895,CP-000553,,Mika553,Aquino,1993-08-25,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-1993-0101-00553,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315058025,CP-000554,,Nela554,Kone,1976-12-19,male,XS-0102,XS-0102 sector 6,rural,active,,,true,BRN-1976-0102-00554,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315067158,CP-000555,,Tomas555,Mensah,2004-09-08,female,XS-0103,XS-0103 sector 7,urban,active,,,true,BRN-2004-0103-00555,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315076287,CP-000556,,Lina556,Raman,1973-05-05,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-1973-0201-00556,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315085410,CP-000557,,Zaid557,Almeida,2005-06-18,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-2005-0202-00557,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315094543,CP-000558,,Rina558,Mori,2012-05-20,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-2012-0203-00558,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315103673,CP-000559,,Kiran559,Khan,1968-05-15,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-1968-0301-00559,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315112807,CP-000560,,Eli560,Santos,1950-05-07,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-1950-0302-00560,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315121932,CP-000561,,Mara561,Okafor,1999-06-09,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-1999-0303-00561,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315131069,CP-000562,,Tala562,Dela Cruz,1996-11-16,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-1996-0401-00562,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315140197,CP-000563,,Rafi563,Aquino,1961-07-19,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-1961-0402-00563,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315149325,CP-000564,,Ari564,Kone,2017-02-11,male,XS-0403,XS-0403 sector 7,rural,active,,,true,BRN-2017-0403-00564,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315158457,CP-000565,,Mika565,Mensah,2001-03-24,female,XS-0101,XS-0101 sector 8,urban,active,,,true,BRN-2001-0101-00565,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315167586,CP-000566,,Nela566,Raman,2011-12-18,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-2011-0102-00566,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315176715,CP-000567,,Tomas567,Almeida,1958-07-22,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-1958-0103-00567,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315185840,CP-000568,,Lina568,Mori,2008-10-10,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-2008-0201-00568,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315194979,CP-000569,,Zaid569,Khan,2007-12-10,female,XS-0202,XS-0202 sector 3,rural,active,,,true,BRN-2007-0202-00569,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315204102,CP-000570,,Rina570,Santos,2018-07-28,male,XS-0203,XS-0203 sector 4,urban,active,,,true,BRN-2018-0203-00570,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315213233,CP-000571,,Kiran571,Okafor,2023-04-24,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-2023-0301-00571,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315222369,CP-000572,,Eli572,Dela Cruz,1969-02-13,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-1969-0302-00572,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315231492,CP-000573,,Mara573,Aquino,1996-11-18,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-1996-0303-00573,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315240625,CP-000574,,Tala574,Kone,1959-03-09,male,XS-0401,XS-0401 sector 8,rural,active,,,true,BRN-1959-0401-00574,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315249751,CP-000575,,Rafi575,Mensah,2014-03-15,female,XS-0402,XS-0402 sector 9,urban,active,,,true,BRN-2014-0402-00575,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315259254,CP-000576,,Ari576,Raman,2011-02-22,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-2011-0403-00576,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315268015,CP-000577,,Mika577,Almeida,2015-11-21,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-2015-0101-00577,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315277145,CP-000578,,Nela578,Mori,1983-12-08,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-1983-0102-00578,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315286277,CP-000579,,Tomas579,Khan,2012-05-28,female,XS-0103,XS-0103 sector 4,rural,active,,,true,BRN-2012-0103-00579,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315295406,CP-000580,,Lina580,Santos,1962-09-18,male,XS-0201,XS-0201 sector 5,urban,active,,,true,BRN-1962-0201-00580,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315304535,CP-000581,,Zaid581,Okafor,1984-03-22,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-1984-0202-00581,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315313662,CP-000582,,Rina582,Dela Cruz,1968-12-12,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-1968-0203-00582,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315322795,CP-000583,,Kiran583,Aquino,1995-03-17,female,XS-0301,XS-0301 sector 8,urban,active,,,true,BRN-1995-0301-00583,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315331920,CP-000584,,Eli584,Kone,1972-11-20,male,XS-0302,XS-0302 sector 9,urban,active,,,true,BRN-1972-0302-00584,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315341055,CP-000585,,Mara585,Mensah,1958-07-08,female,XS-0303,XS-0303 sector 1,urban,active,,,true,BRN-1958-0303-00585,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315350186,CP-000586,,Tala586,Raman,1972-03-08,male,XS-0401,XS-0401 sector 2,rural,active,,,true,BRN-1972-0401-00586,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315359312,CP-000587,,Rafi587,Almeida,2003-05-09,female,XS-0402,XS-0402 sector 3,rural,active,,,true,BRN-2003-0402-00587,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315368443,CP-000588,,Ari588,Mori,1992-07-16,male,XS-0403,XS-0403 sector 4,rural,active,,,true,BRN-1992-0403-00588,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315377576,CP-000589,,Mika589,Khan,2017-08-17,female,XS-0101,XS-0101 sector 5,rural,active,,,true,BRN-2017-0101-00589,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315386706,CP-000590,,Nela590,Santos,1958-05-02,male,XS-0102,XS-0102 sector 6,urban,active,,,true,BRN-1958-0102-00590,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315395837,CP-000591,,Tomas591,Okafor,2015-02-08,female,XS-0103,XS-0103 sector 7,rural,active,,,true,BRN-2015-0103-00591,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315404969,CP-000592,,Lina592,Dela Cruz,1967-08-08,male,XS-0201,XS-0201 sector 8,rural,active,,,true,BRN-1967-0201-00592,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315414095,CP-000593,,Zaid593,Aquino,1996-01-20,female,XS-0202,XS-0202 sector 9,rural,active,,,true,BRN-1996-0202-00593,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315423226,CP-000594,,Rina594,Kone,1958-11-23,male,XS-0203,XS-0203 sector 1,rural,active,,,true,BRN-1958-0203-00594,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315432356,CP-000595,,Kiran595,Mensah,1967-07-09,female,XS-0301,XS-0301 sector 2,urban,active,,,true,BRN-1967-0301-00595,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315441485,CP-000596,,Eli596,Raman,1979-04-28,male,XS-0302,XS-0302 sector 3,urban,active,,,true,BRN-1979-0302-00596,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315450615,CP-000597,,Mara597,Almeida,2014-04-20,female,XS-0303,XS-0303 sector 4,urban,active,,,true,BRN-2014-0303-00597,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315459748,CP-000598,,Tala598,Mori,1960-09-15,male,XS-0401,XS-0401 sector 5,rural,active,,,true,BRN-1960-0401-00598,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315468877,CP-000599,,Rafi599,Khan,1992-10-20,female,XS-0402,XS-0402 sector 6,rural,active,,,true,BRN-1992-0402-00599,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315478004,CP-000600,,Ari600,Santos,2007-03-14,male,XS-0403,XS-0403 sector 7,urban,active,,,true,BRN-2007-0403-00600,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315487134,CP-000601,,Mika601,Okafor,1968-02-20,female,XS-0101,XS-0101 sector 8,rural,active,,,true,BRN-1968-0101-00601,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315496264,CP-000602,,Nela602,Dela Cruz,2020-12-20,male,XS-0102,XS-0102 sector 9,rural,active,,,true,BRN-2020-0102-00602,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315505398,CP-000603,,Tomas603,Aquino,2007-05-11,female,XS-0103,XS-0103 sector 1,rural,active,,,true,BRN-2007-0103-00603,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315514521,CP-000604,,Lina604,Kone,1948-02-22,male,XS-0201,XS-0201 sector 2,rural,active,,,true,BRN-1948-0201-00604,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315523650,CP-000605,,Zaid605,Mensah,1946-10-07,female,XS-0202,XS-0202 sector 3,urban,active,,,true,BRN-1946-0202-00605,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315532787,CP-000606,,Rina606,Raman,1998-07-18,male,XS-0203,XS-0203 sector 4,rural,active,,,true,BRN-1998-0203-00606,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315541913,CP-000607,,Kiran607,Almeida,2014-01-10,female,XS-0301,XS-0301 sector 5,urban,active,,,true,BRN-2014-0301-00607,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315551043,CP-000608,,Eli608,Mori,2010-11-21,male,XS-0302,XS-0302 sector 6,urban,active,,,true,BRN-2010-0302-00608,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315560179,CP-000609,,Mara609,Khan,2004-02-27,female,XS-0303,XS-0303 sector 7,urban,active,,,true,BRN-2004-0303-00609,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315569303,CP-000610,,Tala610,Santos,2010-03-12,male,XS-0401,XS-0401 sector 8,urban,active,,,true,BRN-2010-0401-00610,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315578437,CP-000611,,Rafi611,Okafor,1986-05-16,female,XS-0402,XS-0402 sector 9,rural,active,,,true,BRN-1986-0402-00611,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315587567,CP-000612,,Ari612,Dela Cruz,1953-09-15,male,XS-0403,XS-0403 sector 1,rural,active,,,true,BRN-1953-0403-00612,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315596695,CP-000613,,Mika613,Aquino,1961-06-26,female,XS-0101,XS-0101 sector 2,rural,active,,,true,BRN-1961-0101-00613,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315605828,CP-000614,,Nela614,Kone,1966-09-12,male,XS-0102,XS-0102 sector 3,rural,active,,,true,BRN-1966-0102-00614,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315614951,CP-000615,,Tomas615,Mensah,1987-09-10,female,XS-0103,XS-0103 sector 4,urban,active,,,true,BRN-1987-0103-00615,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315624084,CP-000616,,Lina616,Raman,2004-06-19,male,XS-0201,XS-0201 sector 5,rural,active,,,true,BRN-2004-0201-00616,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315633215,CP-000617,,Zaid617,Almeida,2007-01-18,female,XS-0202,XS-0202 sector 6,rural,active,,,true,BRN-2007-0202-00617,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
2315642345,CP-000618,,Rina618,Mori,1973-10-17,male,XS-0203,XS-0203 sector 7,rural,active,,,true,BRN-1973-0203-00618,2026-07-04T09:00:00Z,2026-07-04T09:00:00Z,NIA-SOLMARAID
